"","hsa.let.7a.1","hsa.let.7a.2","hsa.let.7a.3","hsa.let.7b","hsa.let.7c","hsa.let.7d","hsa.let.7e","hsa.let.7f.1","hsa.let.7f.2","hsa.let.7g","hsa.let.7i","hsa.mir.100","hsa.mir.101.1","hsa.mir.101.2","hsa.mir.103a.1","hsa.mir.103a.2","hsa.mir.105.1","hsa.mir.106a","hsa.mir.106b","hsa.mir.107","hsa.mir.10a","hsa.mir.10b","hsa.mir.1180","hsa.mir.1181","hsa.mir.1224","hsa.mir.1226","hsa.mir.1227","hsa.mir.1228","hsa.mir.1229","hsa.mir.1234","hsa.mir.1247","hsa.mir.1248","hsa.mir.1249","hsa.mir.1251","hsa.mir.1254.1","hsa.mir.1254.2","hsa.mir.125a","hsa.mir.125b.1","hsa.mir.125b.2","hsa.mir.126","hsa.mir.1262","hsa.mir.1266","hsa.mir.1269a","hsa.mir.1269b","hsa.mir.127","hsa.mir.1270","hsa.mir.1271","hsa.mir.1275","hsa.mir.128.1","hsa.mir.128.2","hsa.mir.1287","hsa.mir.129.1","hsa.mir.129.2","hsa.mir.1291","hsa.mir.1292","hsa.mir.1295a","hsa.mir.1296","hsa.mir.1301","hsa.mir.1306","hsa.mir.1307","hsa.mir.130a","hsa.mir.130b","hsa.mir.132","hsa.mir.133a.1","hsa.mir.133a.2","hsa.mir.134","hsa.mir.1343","hsa.mir.135a.1","hsa.mir.135a.2","hsa.mir.135b","hsa.mir.136","hsa.mir.139","hsa.mir.140","hsa.mir.141","hsa.mir.142","hsa.mir.143","hsa.mir.145","hsa.mir.1468","hsa.mir.146a","hsa.mir.146b","hsa.mir.148a","hsa.mir.148b","hsa.mir.149","hsa.mir.150","hsa.mir.151a","hsa.mir.151b","hsa.mir.152","hsa.mir.1538","hsa.mir.154","hsa.mir.155","hsa.mir.15a","hsa.mir.15b","hsa.mir.16.1","hsa.mir.16.2","hsa.mir.17","hsa.mir.181a.1","hsa.mir.181a.2","hsa.mir.181b.1","hsa.mir.181b.2","hsa.mir.181c","hsa.mir.181d","hsa.mir.182","hsa.mir.183","hsa.mir.184","hsa.mir.185","hsa.mir.186","hsa.mir.187","hsa.mir.188","hsa.mir.18a","hsa.mir.191","hsa.mir.1914","hsa.mir.192","hsa.mir.193a","hsa.mir.193b","hsa.mir.194.1","hsa.mir.194.2","hsa.mir.195","hsa.mir.196b","hsa.mir.197","hsa.mir.1976","hsa.mir.199a.1","hsa.mir.199a.2","hsa.mir.199b","hsa.mir.19b.1","hsa.mir.200a","hsa.mir.200b","hsa.mir.200c","hsa.mir.203a","hsa.mir.203b","hsa.mir.204","hsa.mir.205","hsa.mir.20a","hsa.mir.20b","hsa.mir.21","hsa.mir.210","hsa.mir.2110","hsa.mir.2116","hsa.mir.212","hsa.mir.214","hsa.mir.218.1","hsa.mir.218.2","hsa.mir.219a.1","hsa.mir.22","hsa.mir.221","hsa.mir.222","hsa.mir.223","hsa.mir.224","hsa.mir.2277","hsa.mir.2355","hsa.mir.23a","hsa.mir.23b","hsa.mir.24.1","hsa.mir.24.2","hsa.mir.25","hsa.mir.26a.1","hsa.mir.26a.2","hsa.mir.26b","hsa.mir.27a","hsa.mir.27b","hsa.mir.28","hsa.mir.296","hsa.mir.299","hsa.mir.29a","hsa.mir.29b.1","hsa.mir.29b.2","hsa.mir.29c","hsa.mir.3065","hsa.mir.3074","hsa.mir.30a","hsa.mir.30b","hsa.mir.30c.1","hsa.mir.30c.2","hsa.mir.30d","hsa.mir.30e","hsa.mir.31","hsa.mir.3127","hsa.mir.3130.1","hsa.mir.3130.2","hsa.mir.3138","hsa.mir.3150b","hsa.mir.3158.1","hsa.mir.3170","hsa.mir.3173","hsa.mir.3177","hsa.mir.3187","hsa.mir.3188","hsa.mir.3199.2","hsa.mir.32","hsa.mir.3200","hsa.mir.320a","hsa.mir.320b.1","hsa.mir.320b.2","hsa.mir.320c.1","hsa.mir.320c.2","hsa.mir.320d.1","hsa.mir.320d.2","hsa.mir.323a","hsa.mir.323b","hsa.mir.324","hsa.mir.326","hsa.mir.328","hsa.mir.330","hsa.mir.331","hsa.mir.335","hsa.mir.337","hsa.mir.338","hsa.mir.339","hsa.mir.33a","hsa.mir.340","hsa.mir.342","hsa.mir.345","hsa.mir.34a","hsa.mir.34b","hsa.mir.34c","hsa.mir.3605","hsa.mir.3607","hsa.mir.3609","hsa.mir.361","hsa.mir.3610","hsa.mir.3613","hsa.mir.3614","hsa.mir.3615","hsa.mir.3619","hsa.mir.362","hsa.mir.3620","hsa.mir.3622a","hsa.mir.363","hsa.mir.3651","hsa.mir.3652","hsa.mir.3653","hsa.mir.365a","hsa.mir.365b","hsa.mir.3677","hsa.mir.3682","hsa.mir.369","hsa.mir.370","hsa.mir.374a","hsa.mir.374b","hsa.mir.375","hsa.mir.377","hsa.mir.378a","hsa.mir.378c","hsa.mir.379","hsa.mir.381","hsa.mir.382","hsa.mir.3909","hsa.mir.3917","hsa.mir.3928","hsa.mir.3934","hsa.mir.3940","hsa.mir.3944","hsa.mir.409","hsa.mir.410","hsa.mir.412","hsa.mir.421","hsa.mir.423","hsa.mir.424","hsa.mir.425","hsa.mir.429","hsa.mir.431","hsa.mir.432","hsa.mir.4326","hsa.mir.433","hsa.mir.4442","hsa.mir.4443","hsa.mir.4449","hsa.mir.451a","hsa.mir.452","hsa.mir.4521","hsa.mir.4523","hsa.mir.455","hsa.mir.4638","hsa.mir.4640","hsa.mir.4646","hsa.mir.4652","hsa.mir.4660","hsa.mir.4661","hsa.mir.4662a","hsa.mir.4664","hsa.mir.4665","hsa.mir.4676","hsa.mir.4685","hsa.mir.4707","hsa.mir.4728","hsa.mir.4732","hsa.mir.4741","hsa.mir.4742","hsa.mir.4745","hsa.mir.4746","hsa.mir.4758","hsa.mir.4772","hsa.mir.4781","hsa.mir.4784","hsa.mir.4786","hsa.mir.4787","hsa.mir.483","hsa.mir.484","hsa.mir.485","hsa.mir.486.1","hsa.mir.486.2","hsa.mir.487a","hsa.mir.487b","hsa.mir.491","hsa.mir.493","hsa.mir.496","hsa.mir.497","hsa.mir.5001","hsa.mir.500a","hsa.mir.500b","hsa.mir.501","hsa.mir.5010","hsa.mir.502","hsa.mir.503","hsa.mir.504","hsa.mir.505","hsa.mir.508","hsa.mir.509.1","hsa.mir.509.2","hsa.mir.509.3","hsa.mir.5090","hsa.mir.5091","hsa.mir.511","hsa.mir.5187","hsa.mir.519a.1","hsa.mir.532","hsa.mir.539","hsa.mir.542","hsa.mir.543","hsa.mir.550a.1","hsa.mir.550a.2","hsa.mir.550a.3","hsa.mir.551a","hsa.mir.5698","hsa.mir.5703","hsa.mir.574","hsa.mir.576","hsa.mir.582","hsa.mir.584","hsa.mir.589","hsa.mir.598","hsa.mir.605","hsa.mir.6125","hsa.mir.615","hsa.mir.616","hsa.mir.625","hsa.mir.629","hsa.mir.632","hsa.mir.636","hsa.mir.639","hsa.mir.642a","hsa.mir.6501","hsa.mir.6509","hsa.mir.6511b.1","hsa.mir.6511b.2","hsa.mir.6514","hsa.mir.652","hsa.mir.654","hsa.mir.658","hsa.mir.659","hsa.mir.660","hsa.mir.664a","hsa.mir.664b","hsa.mir.671","hsa.mir.6716","hsa.mir.6730","hsa.mir.6734","hsa.mir.6735","hsa.mir.6737","hsa.mir.6741","hsa.mir.6747","hsa.mir.6748","hsa.mir.675","hsa.mir.676","hsa.mir.6761","hsa.mir.6762","hsa.mir.6777","hsa.mir.6783","hsa.mir.6793","hsa.mir.6797","hsa.mir.6798","hsa.mir.6802","hsa.mir.6803","hsa.mir.6806","hsa.mir.6808","hsa.mir.6810","hsa.mir.6815","hsa.mir.6820","hsa.mir.6833","hsa.mir.6834","hsa.mir.6837","hsa.mir.6842","hsa.mir.6843","hsa.mir.6875","hsa.mir.6877","hsa.mir.6879","hsa.mir.6885","hsa.mir.6892","hsa.mir.6894","hsa.mir.7.1","hsa.mir.708","hsa.mir.7110","hsa.mir.7155","hsa.mir.744","hsa.mir.758","hsa.mir.760","hsa.mir.7641.1","hsa.mir.7641.2","hsa.mir.766","hsa.mir.767","hsa.mir.769","hsa.mir.7702","hsa.mir.7706","hsa.mir.7845","hsa.mir.7854","hsa.mir.8072","hsa.mir.874","hsa.mir.877","hsa.mir.885","hsa.mir.887","hsa.mir.891a","hsa.mir.9.1","hsa.mir.9.2","hsa.mir.9.3","hsa.mir.92a.1","hsa.mir.92a.2","hsa.mir.92b","hsa.mir.93","hsa.mir.935","hsa.mir.937","hsa.mir.939","hsa.mir.940","hsa.mir.942","hsa.mir.95","hsa.mir.96","hsa.mir.98","hsa.mir.99a","hsa.mir.99b"
"TCGA.04.1341.01A",0.093464797,0.095257572,0.094177923,0.066537129,0.024738748,0.172810242,0.083661839,0.034269559,0.03118927,0.205628668,0.164816884,0.036671403,0.000868843,0.000850663,0.102022068,0.101086755,0,0.020552081,0.259227202,0.06155263,0.052862158,0.151269041,0.322119115,0.07298982,0.003479604,0.074973166,0.023371004,0.041280723,0.03457696,0.038921829,0.016325049,0.193294793,0.091580822,0.138473345,0.266838084,0.211982843,0.444329294,0.09558775,0.084484847,0.021416151,0,0.321268861,0.00363238,0.005345284,0.021895355,0.093816086,0.045738001,0.02813929,0.210413857,0.112110765,0.10164913,0.001160601,0.002651089,0.116793925,0.277280532,0.0771125,0.122571506,0.581060011,0.365554506,0.146721734,0.09442066,0.130722462,0.028258536,0.007068138,0.003896881,0.058942522,0.124333637,0.006896062,0.00181623,0.010477816,0.03975446,0.019623616,0.011920738,0.014382365,0.004455772,0.021486088,0.048268712,0.0771982,0.04914348,0.206001554,0.029781019,0.793093053,0.66073989,0.043982774,0.146963169,0,0.077310928,0.064869726,0.022829753,0.043190658,0.032855273,0.114429852,0.048510897,0.056050936,0.019373137,0.049615722,0.081587931,0.045309722,0.042822324,0.018034978,0.041148811,0.027578745,0.094021559,0.002854761,0.104925868,0.090227579,0.321111805,0.018077699,0.187343273,0.565969659,0.284367991,0.022713821,0.098627019,0.199443028,0.014339875,0.012493894,0.048283107,0.004083966,0.178615449,0.026928086,0.09070674,0.109626759,0.184748342,0.002649631,0.068828323,0.107216504,0.353095335,0.094865532,0.237162986,0.065988536,0.027096507,0.006100231,0.005924562,0.011813325,0.232128702,0.17331207,0.157254666,0.055960149,0.112877516,0.004267645,0.004540575,0.031348121,0.094063367,0.105619784,0.26117793,0.009495002,0.03434115,0.207583173,0.059437196,0.068764167,0.129708505,0.1170893,0.099749344,0.272967311,0.121988275,0.106084128,0.037774488,0.081039214,0.190046693,0.421847242,0.387665053,0.043685914,0.059090312,0.009868833,0.085434186,0.021426124,0.009260004,0.217009046,0.013893214,0.052521128,0.571009245,0.541261021,0.053440711,0.304865125,0.021842985,0.270875217,0.302729219,0.27578399,0.156816671,0.06091042,0.28124319,0.251721669,0.304283164,0,0.036489229,0.031479374,0.067113983,0.156036969,0.54251975,0.160223989,0.102283491,0.153618218,0.021296296,0.133910586,0.030215359,0,0.023385776,0.02212206,0.373762791,0.059277037,0.067363331,0.16119717,0.169960048,0.029742222,0.016418656,0.006256155,0.428114293,0.039024757,0.085053377,0.25102221,0.380996224,0.108892025,0.012572333,0.010389299,0.24845108,0.197727333,0.087393304,0.082165356,0.00914764,0.050887435,0.078204225,0.211557467,0.072992865,0.07190635,0.073771958,0.12468052,0.012287063,0.138971807,0.112557568,0.452808561,0.139434903,0.154781322,0.156248837,0,0.085989546,0.021252442,0,0.028925149,0.00327874,0.030269662,0.146177219,0.099546725,0.013703605,0.008491175,0.017677905,0.134610162,0.047366854,0.37586582,0.048207159,0.068950985,0.03072776,0.025983527,0.00288036,0.020165897,0.051020947,0.341489615,0.004358934,0.51955614,0.013796299,0.003087743,0.00431637,0.143057059,0.007502349,0,0.103698568,0.07411939,0.036431864,0.015030435,0.106236648,0.341313853,0.275469027,0.178862004,0.175891513,0.155687355,0.365052108,0.10366255,0.164724903,0,0.093700746,0.106231023,0.456643468,0.129739433,0.01608631,0.031099877,0.060927851,0.013205067,0.274323862,0,0.288939713,0.069248607,0.039726199,0,0.046459513,0.106701138,0.031021419,0.204147928,0.247778331,0.020084507,0.071931271,0.070136057,0.036903393,0.016046656,0.386713932,0.017634307,0.008714377,0.077239674,0.1024315,0.249667391,0.299118135,0.197052408,0.299652709,0.262330385,0.147581456,0.004372977,0.233790171,0.000200868,0.001318012,0.001675717,0.001034411,0.069056015,0,0.023558561,0,0.024624358,0.110677473,0.018775484,0.004888205,0.008497011,0.337721275,0.364766418,0.628474413,0.140857536,0.075726545,0,0.317222792,0.134747432,0.025180836,0.056440955,0.233702634,0.053273756,0,0.340565913,0.10438128,0.625225345,0.371224803,0.178946423,0.337051995,0.055602619,0.029597038,0.067534543,0.027801309,0.076131836,0.125105895,0.145956858,0.059492721,0.282190716,0.028975004,0.048652273,0.70036659,0.005358188,0.215414385,0.059152718,0.089934006,0.104856534,0,0.458529099,0.038921839,0.075167304,0,0.141008956,0.403830666,0.010212972,0.964237454,0.065446239,0.243261367,0.145956867,0.194609156,0.097100273,0.07076696,0.014969936,0.120838821,0.338606037,0.132506882,0.008461267,0.129739424,0.038260177,0.339931386,0.21500828,0,0.340287558,0.147162069,0.047332496,0.116765486,0.182578014,0.175157404,0.194609156,0.030852362,0.194609093,0.115653239,0.137920985,0.216394831,0,0.399914157,0.017815037,0.108033867,0.108604385,0.015054181,0.058533407,0.000788841,0.094399481,0.026879424,0.080381147,0.243299479,0.271437426,0.305814402,0.148517384,0.123282197,0.803949667,0.025495282,0.000778348,0.000253712,0,0.000379406,0.155575959,0.164732593,0.033512287,0.243265477,0.044645921,0.097430017,0.054058097,0.172599783,0.06979615,0.038092041,0.039205732,0.105702393,0.018612833,0.504626786
"TCGA.04.1343.01A",0.373703914,0.37474251,0.37370475,0.300529461,0.197235961,0.133811445,0.308278298,0.060955934,0.057940648,0.122138209,0.129387326,0.054341232,0.004703524,0.003999141,0.192151526,0.192501854,0.000286728,0.010792229,0.337537326,0.157552606,0.020008297,0.058739601,0.20950043,0.091987511,0.010963178,0.014763838,0.161996873,0.118914805,0.02084099,0.049052349,0.066865854,0.306830854,0.039674702,0,0.064055286,0.08163143,0.660838701,0.102134487,0.097310327,0.033605145,0.030671475,0.160006002,0.000120243,0.005726066,0.077367533,0.035470323,0.63406892,0.325080675,0.290245115,0.165383297,0.112026494,0.003474143,0.00596627,0.068339581,0.397048504,0.076358257,0.062262441,0.133238925,0.167896082,0.09946771,0.079254506,0.096474579,0.178740634,0.048993049,0.044200402,0.09996209,0.211197649,0.001629555,0.010300302,0.000507883,0.030061018,0.274548972,0.085550448,0.014704053,0.008236088,0.099566426,0.127218444,0.087675242,0.090800876,0.241491724,0.031659117,0.199421044,0.460362057,0.202712841,0.144641719,0.058829704,0.097433336,0.102192412,0.100701473,0.08718965,0.049369651,0.317951724,0.049557732,0.047266084,0.035116862,0.126845954,0.146188837,0.076774855,0.07502918,0.020266455,0.023956088,0.024513925,0.042392819,0.000399755,0.195966516,0.213031456,0.040596659,0.011391469,0.128535624,0.186065432,0.146611187,0.065190735,0.412239303,0.311585604,0.070481727,0.10717415,0.365101009,0.026642961,0.387822719,0.140226222,0.117126393,0.130083584,0.172049011,0.001669637,0.104908759,0.157045175,0.29445035,0.051874835,0.039787517,0.106666776,0.001216085,0.007421483,0.022399797,0.029410896,0.088642592,0.218290116,0.49546174,0.119893147,0.172624575,0.008067632,0.008583585,0.021399824,0.148612259,0.184633616,0.316317793,0.057708271,0.075361079,0.36789265,0.037453714,0.102053385,0.223423923,0.210593993,0.172448365,0.229486876,0.085050079,0.086301903,0.031069241,0.155053677,0.294727213,0.452716462,0.602736231,0.027528212,0.151638531,0.032426293,0.075437313,0.036287769,0.008977065,0.066705335,0.020396306,0.094123396,0.104689797,0.09390568,0.133743541,0.053705433,0.074326263,0.191338911,0.317935892,0.340008877,0.131755133,0.05233916,0.132916794,0.224711271,0.176991494,0.081052277,0.038322163,0.009918196,0.359474853,0.103500059,0.071823627,0.329512159,0.140778603,0.168127841,0.268392669,0.144655414,0.133279198,0.065279607,0.029472595,0.020651824,0.27967316,0.185180479,0.095760015,0.200917983,0.07428127,0.030590412,0.155190609,0.008760553,0.369316331,0.172137185,0.116123533,0.277752895,0.163678153,0.162937544,0.022281522,0.019188624,0.20955288,0.139428611,0.302884764,0.165815775,0.057642878,0.112231608,0.037907351,0.118811072,0.206980533,0.007626607,0.023243306,0.343992146,0.010220178,0.22257788,0.088658686,0.263795457,0.183050823,0.206480072,0.024614634,0.254729009,0.054185394,0.07674644,0.002026504,0.038110722,0.000952719,0.069938375,0.340581734,0.316492862,0.034195601,0.038346143,0.075748897,0.084823155,0.170124747,0.27632246,0.379715326,0.076035223,0.045179796,0.053051219,0.010587663,0.00508293,0.010716768,0.363073647,0.005768145,0.169716335,0.011301669,0.016939113,0.029919057,0.241272839,0.020260821,0.177984169,0.152470605,0.074382929,0.09370265,0.085241422,0.245460925,0.143383519,0.216451167,0.112707981,0.055418071,0.171683266,0.230033676,0.065321848,0.238541146,0.052011116,0.049960751,0.050205258,0.205535002,0.09537957,0.020273233,0.027263276,0.316742453,0.058247221,0.432155628,0.013625659,0.100453687,0.067878611,0.05006608,0.116212825,0.01301154,0.201709746,0.050498531,0.061085887,0.284945675,0.040906118,0.215536031,0.220409444,0.072088274,0.023593801,0.582721712,0.051466451,0.049421446,0.405597962,0.048409587,0.070979203,0.074158445,0.027726376,0.620418047,0.085027962,0.128764896,0.035822602,0.196836777,0.00045356,0.001107375,0.001267122,0.001125876,0,0.032516346,0.089071054,0.302389867,0.01671038,0.06007863,0.035493507,0.0034225,0.032125803,0.4560245,0.495069361,0.495033047,0.02958663,0.169182972,0.034498471,0.55137409,0.144346413,0.002441144,0.097112654,0.131130676,0.098611531,0.264256899,0.122630841,0.023411355,0.208577188,0.098641359,0.267314829,0.053097428,0.061315443,0.018650257,0.263848295,0.08759349,0.143920964,0.216063957,0.16743834,0.487353134,0.273916038,0.064411181,0.03065771,0.521570074,0.008441012,0.126302482,0.108918945,0.132117475,0.462519572,0.066889565,0.115574885,0.073578543,0.023682937,0.173761407,0.231023747,0.12723479,0.144498987,0.121520786,0.123720745,0.367892523,0.01532886,0.04598658,0.081582267,0.089186087,0.023582863,0.289352109,0.586764911,0.500986775,0.074644854,0.23504241,0.216983177,0.357006886,0.24838948,0.056732475,0.500333329,0.228264935,0.149130334,0.085841611,0.06574262,0.137966958,0.122630881,0.041273973,0.183946262,0.165189377,0.005746078,0.218174225,0.175930312,0.337263042,0.037132016,0.030256178,0.093321672,0.085376083,0.031941891,0,0.179151309,0.05928222,0.032222066,0.306625135,0.034208679,0.035037396,0.125878286,0.09098426,0.117440062,0.053551932,0.000188641,0.002757822,0.002647111,0.002470481,0.198052371,0.207301973,0.084319546,0.304642873,0.034428105,0.038205912,0.068128265,0.196450284,0.123947312,0.312042807,0.028234369,0.066607224,0.142474326,0.292008577
"TCGA.04.1348.01A",0.425017917,0.422908263,0.42447412,0.268589359,0.122365901,0.079133517,0.09904329,0.088585674,0.089059647,0.183659966,0.197395478,0.020520689,0.003976422,0.003285812,0.216174601,0.210533008,0.000474933,0.019663732,0.27992269,0.179910971,0.013615262,0.190093823,0.08357192,0.152367047,0.002723891,0.011468289,0.134164856,0.107717432,0.004707377,0,0.007832609,0.150437013,0.050781096,0.001184689,0.185675792,0.178235763,0.103560793,0.025807228,0.02760553,0.037308369,0.127009656,0.190794196,0.000480139,4.65e-05,0.040825298,0.017625782,0.055695827,0.014685263,0.245368837,0.17294874,0.10042089,0.004997819,0.006127127,0.03047608,0.243073494,0.040243289,0.007731502,0.100958287,0.039748821,0.140136644,0.134094271,0.096894641,0.173570531,0.014754816,0.006101084,0.038953755,0.039496397,0.003598901,0.006634949,0.001822713,0.008298787,0.056955396,0.093317252,0.025488451,0.004340689,0.159474694,0.022518704,0.008900841,0.506373474,0.252993299,0.02089881,0.214671103,0.012749779,0.159289899,0.174363486,0.064963227,0.055935407,0.186197338,0.029785841,0.241006513,0.098921734,0.681062413,0.124130936,0.112516,0.132239384,0.08048793,0.115533879,0.080660842,0.082974589,0.109995145,0.245638414,0.013942969,0.01644302,0.00066215,0.120286917,0.063480197,0.047369793,0.01572391,0.177106947,0.177971898,0,0.031980812,0.370394435,0.103621717,0.031730723,0.049338988,0.060474895,0.10318149,0.060661595,0.077953295,0.035562851,0.044116918,0.075550734,0.002074175,0.23663492,0.19916989,0.352160305,0.012313399,0.000803701,0.016470319,0.001059009,0.018928799,0.00515316,0.026326568,0.039880496,0.056215517,0.082067674,0.151862636,0.058955103,0.008908755,0.003554436,0.054532955,0.073114988,0.063113891,0.073892911,0.100016446,0.175160154,0.047395679,0.044312784,0.389560778,0.111182805,0.512565505,0.519346342,0.255073011,0.1075549,0.119632641,0.045130847,0.783232949,0.227575101,0.464069563,0.091540489,0.030398268,0.281339833,0.022440703,0.043830422,0.043805659,0.004460851,0.120157798,0.131956061,0.051902398,0.073707449,0.113609092,0.161612261,0.097726162,0.043317589,0.113793586,0.233219817,0.181471267,0.245517351,0.020228591,0.403629989,0.054736625,0.061076372,0.033563471,0.019042916,0.065713537,0.175126465,0.064288607,0.004197787,0.205160048,0.077259754,0.09599291,0.177824975,0.079868518,0.078843594,0.09461232,0.009985513,0.003420744,0.084751858,0.193174513,0.031263806,0.461247126,0.043374389,0.018261336,0.017137062,0.010157612,0.286440411,0.193478403,0.044387464,0.231088386,0.100763016,0.139348931,0.004510837,0.006730687,0.098116669,0.029482707,0.022804281,0.222888395,0.023869743,0.278848688,0.788005616,0.161699866,0.038093351,0.014118811,0.105874829,0.001758592,0.006668838,0.075548225,0.345104986,0.067962868,0.070707714,0.08963686,0.122314157,0.421930091,0.053851235,0.022182346,0.001118892,0.016467696,0.001514032,0.031594122,0.507486394,0.295177371,0.03039963,0.025849566,0.022141682,0.35125023,0.265249509,0.388679483,0.012579105,0.056224947,0.090871417,0.01153612,0.004008521,0.027362743,0.026626685,0.151969859,0.007734425,0.385149319,0.030239918,0.00559259,0.006348286,0.226170746,0.003915308,0.221108187,0.252550498,0.138965984,0.040354072,0.129426809,0.073923388,0.089062012,0.051355168,0.031114659,0.112192471,0.20312441,0.23447692,0.270495814,0.089927639,0.018460837,0.045138759,0.013859884,0.272356637,0.124131541,0.109136121,0.012317552,0.111289091,0.055131441,0.035790833,0.045138759,0.15079121,0.02810834,0.259152693,0.192493577,0.018858141,0.139212334,0.008094694,0.00049019,0.259656485,0.009920136,0.058600567,0.059188585,0.009629527,0.008374393,0.140394668,0.007749855,0.018191358,0.035830814,0.240555202,0.050565586,0.038386,0.019770393,0.111701455,0.085035586,0.100717763,0.011410794,0.139446794,0.002882785,0.004700245,0.005188813,0.005152981,0.156168103,0.57899175,0.143438007,0.154115407,0,0.03066707,0.00734888,0.001700697,0.022171998,0.333614463,0.483230233,0.508379606,0.015314669,0.010778183,1,0.120507062,0.077353844,0.000505435,0.10769328,0.117807726,0.017376486,0.024317306,0.126952658,0.043394743,0.1055648,0.188374965,0.385144142,0.065962446,0.029017769,0.463380852,0.035244765,0.203124343,0.288053409,0.060453683,0.066406054,0.248383411,0.187889776,0.021001949,0.101562152,0.099683338,0.007340337,0.088701261,0.094497104,0.095116489,0,0.110795078,0.047859164,0.020312415,0.019614046,0.143908191,0.014717868,0.052687491,0.017209636,0.040257125,0.102464805,0.050781076,0.038085803,0.139647989,0.11824041,0.110795078,0.007812476,0.08828831,0.088355475,0.414914258,0.006623617,0.016927029,0.099835647,0.201056289,0.18701339,0.062647343,0.236784666,0.283571501,0.037052648,0.182811896,0.14973104,0.022852658,0,0.088660702,0.126952658,0.368176732,0.011698883,0.067758986,0.109278303,0.077508607,0.016449015,0.014456525,0.010305129,0.015712884,0.020596388,0.000137226,0.282051498,0.131510361,0.079199285,0.253945161,0.056662859,0.188615477,0.051670749,0.098435358,0.11496273,0.070962229,0.000179666,0.002019199,0.002590926,0.002442045,0.456209144,0.480797171,0.036039384,0.250874119,0.007736887,0.019492345,0.056423434,0.108829421,0.152322955,0,0.002922939,0.067422313,0.094597901,0.119307657
