"","X1433BETA","X1433EPSILON","X1433ZETA","X4EBP1","X4EBP1_pS65","X4EBP1_pT37T46","X4EBP1_pT70","X53BP1","ACC_pS79","ACC1","ACETYLATUBULINLYS40","ACVRL1","ADAR1","AKT","AKT_pS473","AKT_pT308","AMPKALPHA","AMPKALPHA_pT172","ANNEXIN1","ANNEXINVII","AR","ARAF","ARAF_pS299","ARID1A","ASNS","ATM","AXL","BAD_pS112","BAK","BAP1C4","BAX","BCL2","BCL2A1","BCLXL","BECLIN","BETACATENIN","BID","BIM","BRAF","BRAF_pS445","BRCA2","BRD4","CABL","CASPASE3","CASPASE7CLEAVEDD198","CASPASE8","CAVEOLIN1","CD20","CD26","CD31","CD49B","CDK1","CDK1_pY15","CHK1","CHK1_pS296","CHK1_pS345","CHK2","CHK2_pT68","CIAP","CJUN_pS73","CKIT","CLAUDIN7","CMET","CMET_pY1235","CMYC","COG3","COLLAGENVI","CRAF","CRAF_pS338","CYCLINB1","CYCLIND1","CYCLINE1","CYCLINE2","DIRAS3","DJ1","DUSP4","DVL3","ECADHERIN","EEF2","EEF2K","EGFR","EGFR_pY1068","EGFR_pY1173","EIF4E","EIF4G","ENY2","EPPK1","ERALPHA","ERALPHA_pS118","ERCC1","ERCC5","ERK2","ETS1","FASN","FIBRONECTIN","FOXM1","FOXO3A","FOXO3A_pS318S321","G6PD","GAB2","GAPDH","GATA3","GATA6","GCN5L2","GSK3_pS9","GSK3ALPHABETA","GSK3ALPHABETA_pS21S9","HER2","HER2_pY1248","HER3","HER3_pY1289","HEREGULIN","HSP70","IGF1R_pY1135Y1136","IGFBP2","INPP4B","IRF1","IRS1","JAB1","JAK2","JNK_pT183Y185","JNK2","KU80","LCK","LKB1","MAPK_pT202Y204","MEK1","MEK1_pS217S221","MIG6","MRE11","MSH2","MSH6","MTOR","MTOR_pS2448","MYH11","MYOSINIIA","MYOSINIIA_pS1943","NCADHERIN","NDRG1_pT346","NF2","NFKBP65_pS536","NOTCH1","NRAS","P16INK4A","P21","P27","P27_pT157","P27_pT198","P38_pT180Y182","P38MAPK","P53","P62LCKLIGAND","P70S6K_pT389","P70S6K1","P90RSK","P90RSK_pT359S363","PAI1","PARP1","PARPCLEAVED","PAXILLIN","PCADHERIN","PCNA","PDCD4","PDK1","PDK1_pS241","PDL1","PEA15","PEA15_pS116","PI3KP110ALPHA","PI3KP85","PKCALPHA","PKCALPHA_pS657","PKCDELTA_pS664","PKCPANBETAII_pS660","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","RAB11","RAB25","RAD50","RAD51","RAPTOR","RB","RB_pS807S811","RBM15","RICTOR","RICTOR_pT1135","S6","S6_pS235S236","S6_pS240S244","SCD1","SETD2","SF2","SHC_pY317","SHP2_pY542","SLC1A5","SMAC","SMAD1","SMAD3","SMAD4","SNAIL","SRC","SRC_pY416","SRC_pY527","STAT3_pY705","STAT5ALPHA","STATHMIN","SYK","TAZ","TFRC","TIGAR","TRANSGLUTAMINASE","TSC1","TUBERIN","TUBERIN_pT1462","VEGFR2","XBP1","XRCC1","YAP","YAP_pS127","YB1","YB1_pS102"
"TCGA.04.1341.01A",0.18228,0.056274,0.2077,-0.94781,-0.29719,-0.069594,-0.22197,-0.19121,0.078739,-0.036084,0.28307,0.33826,-0.20373,-0.2034,0.057105,-0.46132,-0.071209,0.041786,-0.098655,-0.024547,-0.49165,0.23681,0.53105,0.19156,0.012853,-0.1237,0.11002,0.30931,-0.30719,0.11726,-0.37726,-0.76548,0.22412,-0.074609,-0.11951,-0.1821,-0.16278,0.92211,0.19212,0.26618,-0.44755,0.2375,-0.1025,0.090177,-0.33188,0.068839,-0.015215,-0.13801,0.33951,-0.13266,-0.46852,-0.19477,-0.21556,0.018374,0.012515,-0.36299,0.13518,0.048843,-0.12408,0.25252,-0.41201,0.31477,0.017291,-0.24544,-0.27697,0.040846,-0.052075,0.09816,-0.12115,0.49101,-0.22221,0.76014,-0.3452,0.25798,-0.27565,-0.87482,0.49237,-0.89036,-0.5844,0.11297,-0.19349,-0.00090668,-0.25805,-0.52097,0.11048,-0.49592,3.4282,1.7145,-0.26458,-0.12661,0.40257,0.65434,-0.73106,-0.615,1.9373,0.4652,-0.53703,0.00087522,-0.051239,1.9515,2.331,-0.62886,-0.66545,-0.18558,0.18382,-0.20347,-0.19245,0.095202,0.11263,0.15304,-0.12455,-0.00055106,-0.31429,0.11778,2.5099,-0.4786,0.41798,-0.10475,-0.049249,-0.15509,0.40891,-0.17653,-0.43778,-0.43522,-0.24705,2.0801,-1.1734,0.94035,-0.088906,0.0079091,-0.032017,-0.058906,0.053337,0.10845,-0.75379,0.19644,0.076294,-0.064237,0.50146,0.55657,0.50655,-0.23843,-0.14593,1.5669,0.08355,-0.24439,0.11367,-0.16968,0.61595,0.0099309,0.26199,0.14832,0.15572,0.19871,-0.37792,0.56591,0.1171,-1.0623,-0.56255,0.7018,0.12739,0.10126,0.3874,-0.22298,-0.25114,-0.030532,0.50693,-0.26303,0.22037,-0.24936,-0.39877,0.11871,0.091867,0.486,-0.21133,0.21603,0.16841,-1.0079,0.069617,0.033777,-0.15485,-0.33226,-0.19075,0.23059,-0.10667,0.32218,0.053254,0.35008,0.011219,0.042657,0.50588,0.79084,-0.61135,-0.22726,-0.04334,0.17936,0.13862,0.26142,0.074824,0.24956,-0.29342,-0.12914,-0.28761,-0.42411,-0.14923,0.25928,0.31442,0.48043,-0.3049,1.5694,0.17193,-1.2804,-0.055741,0.39501,0.41672,-0.25701,0.12637,-0.0017152,0.0029501,0.073422,-0.17084,0.85191,0.22506,0.4756
"TCGA.04.1343.01A",0.049392,-0.13096,0.048597,-0.18465,-0.32688,0.44845,-0.18848,-0.35083,-0.13271,-0.10982,0.31242,0.24048,0.066501,-0.59766,0.44589,-0.59191,-0.23228,-0.37021,-0.33137,-0.092306,-0.56471,-0.088298,0.20901,0.075592,0.47302,1.5038,0.11713,1.0811,-0.31737,-0.10749,-0.12515,-0.63646,-0.083375,0.25378,0.00054777,0.40043,-0.038738,0.26094,-0.25499,-0.16748,-0.141,0.09861,-0.36972,-0.15076,-0.7021,-0.068841,0.47892,-0.17377,-0.068079,0.1782,-0.38311,-0.066016,-0.1115,-0.047629,0.058369,-0.21227,0.5274,0.296,0.3534,0.3017,-0.30684,1.0989,0.028037,-0.089758,0.51489,-0.31268,0.77316,-0.19003,-0.090013,0.551,-0.24134,0.81764,-0.6438,0.19467,0.19095,-0.14074,0.36298,0.27407,-0.82542,0.54397,-0.24865,0.14807,-0.10661,-0.18834,0.39185,-0.1133,2.2836,2.3439,-0.19613,-0.032762,-0.36183,0.17766,-0.082027,-1.3846,0.62723,-0.0037371,-0.16179,0.091619,0.051489,0.9588,-0.71809,-0.2949,0.62922,-0.15577,0.00029386,-0.14264,0.010141,-0.20219,-0.18377,0.25727,-0.24938,0.050853,-0.41131,0.11207,2.8499,-0.32852,-0.060811,-0.28005,0.045951,-0.15761,0.43439,-0.27811,0.3598,-0.31987,-0.23078,1.5541,-0.27249,0.44544,-0.1102,0.19751,0.19864,0.37014,0.088406,0.309,-0.4403,0.089249,0.35895,0.025527,0.38908,-0.20628,0.069881,-0.25238,0.02857,1.497,0.01795,0.056503,0.10093,0.085486,0.25883,-0.25284,-0.044934,0.58356,0.55619,-0.32425,0.088289,0.32242,0.44263,-0.024517,-0.24864,-0.016203,0.23486,-0.26118,1.0705,-0.20974,-0.44283,0.050266,-0.096634,-0.17288,0.23123,-0.056045,-0.24089,0.16579,0.0050923,0.50349,-0.16584,0.046911,0.10001,0.11997,-0.47845,0.25483,-0.69361,0.33249,-0.3381,0.031688,-0.22374,0.33083,0.89264,-0.24559,0.004877,-0.27304,0.9235,0.85747,0.077495,-0.036295,-0.34309,0.23444,0.00034194,-0.12939,-0.066347,0.0046756,-0.2681,-0.22567,-0.11227,-0.47344,-0.17336,-0.1544,0.48941,0.87146,-0.1948,0.52764,-0.069184,-1.17,-0.22977,-0.16799,0.8156,-0.15529,-0.29267,0.071719,-0.039753,0.33054,0.033011,0.44545,0.021179,0.13951
"TCGA.04.1348.01A",0.40584,-0.026592,-0.13303,0.17374,-0.13333,0.081989,0.25608,0.34365,-0.28057,-0.37543,1.3076,-0.10478,0.10146,0.032848,-1.2029,-0.89889,-0.1884,0.79127,-0.16021,-0.23501,0.078225,-0.0089422,-0.029352,0.17671,0.29097,0.42714,0.23764,0.070103,-0.22423,0.33336,-0.23432,-0.60588,0.12234,0.15906,-0.042866,0.1674,0.22428,0.40955,-0.61197,-0.1376,0.0047316,1.0411,-0.34778,-0.096923,1.7634,0.19164,-1.0986,-0.21637,-0.32581,0.18714,-0.27309,0.42202,-0.028895,-0.0095402,0.072442,0.0055637,0.19703,0.28582,0.064026,0.038198,-0.29941,0.94567,0.18073,0.08398,0.49155,-0.12815,0.10477,0.35919,-0.039103,2.229,-0.11811,1.0589,-0.38116,-0.0077253,-0.013269,-0.44281,0.11287,0.72084,-0.50429,0.67041,-0.53455,-0.19876,0.018104,-0.14827,0.20097,0.24385,0.11958,0.62688,-0.29909,0.015033,0.2569,-0.26072,-0.41915,-0.50194,-0.2016,1.1912,-0.2016,-0.0037029,-0.010386,0.52689,0.39186,-0.22188,0.15052,0.24588,-1.373,0.13032,-0.62116,-0.60879,-0.36507,0.0060705,-0.21222,-0.069907,0.011323,-0.009775,1.0864,0.075925,0.19346,-0.21181,-0.14743,-0.1034,-0.21117,-0.20206,0.13371,0.51325,0.14671,0.2048,-0.098386,-0.45967,-0.050288,0.24977,0.15,0.12179,0.3741,0.25559,-1.6464,-0.059567,0.26158,-0.1192,-0.19324,-0.22152,-0.33857,-0.28746,-0.097663,1.8401,0.30378,-0.24392,0.19501,0.093819,-0.86448,-0.054636,0.72017,0.94636,0.14779,0.23357,0.058918,0.15275,0.1049,0.34369,0.555,-0.57966,0.29823,0.092727,0.49332,-0.31657,-0.26761,0.097303,0.11188,-0.3794,0.51782,0.13225,-0.6321,-0.15504,0.00092159,-0.33794,-0.058093,-0.16864,0.2976,0.41662,0.46072,-0.033906,0.0080688,0.19891,0.25589,0.40561,-0.019756,0.3808,0.77547,-0.52651,-0.023743,0.017885,0.45102,0.32701,0.045822,0.084878,-0.22901,0.14771,-0.3944,0.66269,0.24463,0.51962,-0.31304,-0.03476,0.45969,-0.69103,-0.059796,-0.7085,0.67022,0.48634,0.12811,1.4837,0.022622,-1.2073,-0.049391,-0.43252,0.83448,-0.066564,-0.42667,-0.30289,0.032338,0.32545,-0.22576,-0.6031,-0.25594,0.013004
"TCGA.04.1356.01A",-0.12277,0.12668,1.0884,0.53386,0.31745,0.98885,0.16418,0.76889,-0.63438,-0.36868,-1.1777,-0.15599,0.2327,-0.24713,-0.057819,-0.70188,-0.78018,-0.53922,-0.22293,-0.1377,0.019761,0.092887,0.31369,0.16109,0.50868,-0.5192,-0.69296,0.87773,-0.36299,0.13134,-0.29138,-0.71913,-0.063291,0.077763,-0.12559,0.99078,0.18745,0.24437,-0.22155,0.24188,-0.10632,0.61394,-0.083184,-0.21549,0.17567,0.34269,-0.9412,-0.26579,-0.3801,0.17062,-0.26101,0.25241,0.024261,0.30065,0.094251,0.11938,0.8776,0.46648,0.010602,0.45903,-0.061364,1.1074,-0.055708,0.080214,-0.42692,-0.06393,0.11065,-0.14947,0.013481,0.92277,-0.033392,0.94306,-0.76659,-0.0645,0.48108,-0.41242,0.56502,1.2275,-0.95802,-0.70753,-0.4842,-0.17414,-0.031448,0.70642,0.29897,0.61579,1.0478,0.55853,-0.44673,-0.052905,0.23825,0.15505,-0.68344,-0.066417,0.29383,0.66009,-0.20298,0.23957,-0.13678,0.8548,2.518,-0.15502,0.54099,0.17475,-0.0037214,0.068959,0.22882,-0.31038,-0.10846,-0.18135,-0.17113,-0.1205,0.86906,0.040383,2.1941,-0.516,-0.22287,-0.20978,-0.043359,-0.64923,0.1907,-0.41336,-0.39576,-0.20943,-0.11107,1.9557,-0.21993,0.64317,0.030614,0.28407,0.55595,1.0447,0.17898,0.45157,-1.6851,-0.0014481,0.34259,0.10962,1.6911,0.38187,0.25964,-0.027641,-0.37917,0.72931,0.085334,-0.051581,0.12632,0.0096172,0.87739,-0.077559,0.28125,0.26673,0.33282,0.71226,-0.47194,0.21095,0.66755,1.7169,0.35344,-0.003793,0.047627,0.11827,0.83123,-0.1575,-0.34298,-0.24682,0.25715,-0.24297,0.2553,-0.51207,-0.64621,-0.068367,-0.12027,0.081287,-0.27152,0.033538,0.1583,-0.28215,0.39061,0.030898,-0.2969,-0.32958,0.18256,0.30859,-0.1554,1.2579,0.36917,-0.76,-0.052238,-0.5973,0.44588,0.21311,-0.10146,-0.01875,-0.060369,0.32727,-0.24471,0.11149,0.21303,0.97785,-0.40172,-0.17651,-0.24409,-0.71254,0.26548,0.59747,0.26289,-1.236,0.3164,0.68671,-0.2001,-1.2069,0.16301,-0.40563,0.23812,-0.48177,-0.2473,0.065165,-0.12208,-0.062898,0.35569,0.87825,-0.22748,0.31052
"TCGA.04.1357.01A",-0.014264,0.022155,0.27813,-0.4633,-0.12233,-0.34756,-0.096002,0.09685,-1.0062,-1.4223,-0.20517,0.037705,-0.16298,0.30018,-0.097272,-0.34449,-0.37583,0.034003,0.10965,0.0049838,0.49093,-0.10128,0.16511,-0.59238,-0.36423,0.86038,0.20905,0.40524,0.016977,0.10026,-0.060108,0.18559,-0.0069607,0.12076,0.020719,-0.091845,0.21871,0.92688,-0.44077,-0.22958,-0.15525,0.24514,-0.41319,-0.40852,0.11169,0.0719,-1.0119,-0.0061194,-0.13535,0.026737,-0.35386,-0.23337,-0.22922,-0.033534,0.0046178,0.14218,0.053603,0.29624,-0.093155,0.14074,-0.30258,1.1717,-0.0103,0.10038,0.82424,-0.18659,0.30442,-0.026046,0.089074,-1.1235,0.11844,0.97275,-0.46575,0.074353,-0.029191,-0.36488,0.013628,0.46128,-0.68946,0.60557,-0.36278,0.43948,0.14368,-0.13822,-0.13785,-0.58723,1.5218,2.2644,0.024451,-0.15383,-0.91858,-0.078412,-0.25202,-1.3128,-0.57693,-0.15315,0.19324,-0.0075897,0.044867,1.2555,0.00092212,-0.30656,-0.06803,-0.60438,-0.32098,-0.38836,-0.24387,-0.44506,0.043569,0.20144,-0.078161,-0.023786,1.363,0.060398,0.51749,-0.60636,0.5891,-0.1027,0.010814,-0.0046474,0.35485,0.15675,-0.043429,1.0686,0.11433,1.2851,0.38606,0.72726,0.51761,0.37937,-0.35396,-0.23464,0.22322,-0.0064446,-0.11768,-0.17509,0.096485,0.23803,0.29917,-0.042237,0.32278,-0.0044242,0.02367,-0.14755,0.034651,0.59602,0.12092,0.14022,0.6539,0.2263,-0.089928,-0.23634,1.0486,-0.22895,-0.30701,0.094666,-0.95824,-0.96453,-0.31225,-0.31548,0.10065,-0.10952,0.70482,0.1022,-0.23328,0.097718,-0.10675,-0.080235,0.34314,0.059687,-0.54567,0.068456,-0.029106,0.39449,-0.18865,0.036001,0.25393,0.021983,0.577,0.27326,-0.60121,0.23027,-0.21145,0.1341,0.016013,-0.63791,0.39155,0.056328,0.19131,-0.42897,-0.16661,-0.4473,0.1531,-0.025868,-0.056705,0.51523,0.14525,-0.54397,-0.68189,0.14362,-0.31795,-0.14428,-0.33094,-0.38044,0.2728,0.16926,0.61685,1.4628,0.29992,1.1156,-0.12061,-1.5977,0.0059133,-0.77816,-0.52129,0.07029,-0.026,-0.7669,-0.076956,-0.20414,-0.012515,0.72329,-0.037633,0.061314
"TCGA.04.1361.01A",0.020359,0.097825,0.28396,-0.029986,-0.31293,0.23322,-0.048686,0.79166,-0.29278,-0.15204,0.31517,0.16479,-0.14636,0.19878,-0.34865,-0.096258,-0.37873,0.11859,0.43887,-0.1995,1.0734,0.16731,0.5832,-0.36698,-0.11557,1.1623,0.3684,0.27127,-0.39424,0.11149,-0.37412,-0.36047,0.23723,-0.2249,0.10112,0.70467,-0.031814,-0.30167,0.13223,0.036822,-0.092657,0.23395,-0.24723,-0.17675,-0.44818,1.0783,0.62393,-0.062676,-0.096184,0.16451,-0.49926,0.0080312,-0.039301,0.088417,0.068713,-0.19261,-0.28099,0.165,0.11529,-0.038404,-0.13992,2.2977,1.2859,0.078909,0.94577,-0.40105,1.0594,0.094723,0.050139,0.0078395,-0.16289,-0.16749,-0.67003,0.092309,0.34033,-0.251,0.47477,0.64361,-0.85034,0.1476,-0.1853,-0.32332,-0.18235,-0.31445,0.10802,0.009423,2.0852,1.3729,-0.077802,0.83391,-0.42504,-0.27972,-0.61339,0.1027,-0.14971,0.089316,-0.16691,0.081672,-0.2489,1.4026,-1.7733,-0.0089918,0.18222,-0.10671,-0.54222,-0.15622,-0.15084,-0.12966,-0.31805,1.2874,-0.1991,-0.15707,0.53476,0.012268,0.57383,0.51124,-0.21221,0.30478,-0.087055,-0.20663,-0.1516,-0.073672,-0.18347,-0.35577,0.092592,0.55032,0.51719,0.025948,-0.29293,0.29266,0.51456,0.65154,0.19258,0.10938,1.9993,-0.03656,0.13985,-0.19304,0.31157,-0.18835,0.42865,-0.26438,0.082773,-0.5152,-0.0059968,-0.46727,0.086269,-0.15789,-0.33141,-0.089545,0.46776,0.010081,0.18239,-0.13301,-0.14444,-0.065283,-0.62205,-0.084143,3.492,-0.13715,0.21328,-0.26782,1.3822,-0.082451,-0.18415,-0.077201,-0.31682,-0.45437,0.39642,-0.13456,0.047089,0.16575,-0.042663,-0.41091,0.48315,-0.07725,0.27496,-0.015491,0.72489,0.20853,0.070063,0.70464,-0.35578,0.32837,0.37543,-0.83444,0.57,0.59617,0.11314,0.86145,0.69523,0.44462,0.15108,0.3771,-0.27884,0.23592,-0.10395,0.7609,0.43967,0.13129,0.028824,-0.090124,2.7242,-0.27857,-0.22552,0.41658,0.21564,0.74527,-0.097487,0.43709,-0.12426,0.21824,-0.14927,-0.30958,0.23673,0.36797,-0.041331,-0.061913,0.48137,-0.3855,0.19146,1.1204,0.052516,-0.32809
"TCGA.04.1362.01A",0.10787,0.042535,0.53154,-0.12772,-0.12076,0.71344,-0.015089,-0.095874,-0.4042,-0.49541,1.0707,-0.068507,-0.10101,-0.62775,0.25437,-0.36761,0.048733,0.72175,1.241,-0.073508,-0.025687,0.25591,0.64783,-0.12724,-0.066163,0.92955,-0.080128,0.88201,-0.36929,0.09384,-0.39551,-0.68948,-0.20831,0.1935,0.059318,0.40619,-0.058495,1.218,-0.37961,0.096628,-0.27549,0.12905,-0.15283,-0.14235,-0.76226,0.065491,-0.45157,-0.14467,-0.24564,0.2065,-0.41171,-0.17274,0.036536,0.090509,0.08786,-0.0045821,0.1133,0.24626,0.35227,0.39976,-0.37451,0.39587,-0.019972,0.0078531,0.057334,-0.16437,0.4741,0.21952,0.43885,-0.5038,0.014824,0.41804,-0.4117,0.060136,0.55034,-0.32843,0.55717,0.94689,-0.95373,0.047272,-0.3092,0.2766,-0.097554,-0.41991,0.15079,0.37326,3.5363,1.8071,-0.19306,-0.081781,-0.20727,-0.14319,-0.31436,-1.3504,-0.89645,0.25627,0.092194,0.041016,-0.19149,1.209,-1.2023,-0.19153,0.14984,-0.19947,0.64629,-0.0030453,0.43146,-0.1137,-0.081683,0.30171,-0.1515,-0.13819,-0.29821,0.046578,0.90056,-0.27699,-0.24105,-0.5682,0.011009,-0.26255,0.40905,-0.59625,-0.096311,-0.11524,-0.012892,1.5329,-1.1713,0.94587,-0.21389,0.16594,-0.015134,-0.20355,0.47935,0.78429,-1.0569,0.069328,0.33066,-0.31347,1.2522,0.30274,1.1265,-0.36905,-0.12771,0.9208,0.0096989,-0.4784,0.12849,0.039699,0.50895,-0.035372,-0.18064,0.22468,0.55498,0.22714,0.050985,0.64676,-0.44418,-0.11407,-0.27914,-0.21315,-0.023976,-0.15056,1.118,-0.22051,-0.4435,-0.14108,-0.12677,-0.18842,0.69896,-0.14094,-0.62809,0.0012657,0.090044,0.50499,0.083742,0.096178,-0.16399,0.064375,0.044991,-0.1638,-0.96372,0.27346,-0.20179,0.11873,-0.16462,0.46012,0.71336,0.11653,0.4601,0.13898,1.4032,1.2246,0.079435,-0.013583,-0.043561,0.3702,0.11559,0.15658,0.36955,-0.0582,0.063182,-0.17958,-0.1587,-0.18895,0.17956,0.68224,0.83605,0.038583,-0.04501,1.0942,0.0001618,-1.2332,-0.10379,-0.4857,0.71389,-0.023628,0.17259,0.018918,-0.033522,-0.096115,-0.037624,0.70167,-0.30494,0.19219
"TCGA.04.1514.01A",0.080505,-0.005661,-0.390505,-0.263905,-0.20044,0.21758,-0.096423,1.8272,-0.74109,-0.699285,-0.085944,-0.032555,0.081005,0.02072,-0.2323335,-0.80551,-0.43006,-0.043124,-1.43785,0.010039,0.55368,0.1323775,0.015595,0.595335,0.217121,0.361845,-0.1201,0.0554,-0.28998,0.40547,-0.774505,0.570335,0.097109,-0.1124867,0.0084,0.208421,-0.221375,0.719825,0.189335,0.211725,-0.306945,1.51365,-0.011804,-0.1370775,-0.9621,-0.318455,-0.800885,-0.11714595,-0.086744,0.276605,0.0043715,0.1328,0.1708485,0.02415,0.0522055,-0.0757675,-0.1500815,0.174345,0.003056,0.8348,0.406105,0.449865,0.0340585,-0.01318505,0.48664,-0.19449,0.229422,-0.17068,-0.109642,0.535045,0.021678,0.0017925,-0.468115,0.19168,-0.042896,-0.257215,0.28614,-0.828615,-1.5236,-0.265635,-0.096995,0.037,-0.152025,-0.0832635,0.433775,0.6744,1.15502,1.81935,0.017605,-0.017968,-0.1342453,-0.745665,-0.30989,-0.52287,-0.344435,0.25989,0.175695,-0.077329,-0.082405,0.494365,-1.66285,-0.3837,0.32088,0.87461,-0.69896,-0.13725,-0.668605,0.2154505,0.0172625,0.4506075,0.060968,0.43641,0.07917,0.049297,0.630505,-0.58895,0.0837005,0.350615,0.182103,-0.0739155,0.27847,-0.04307,-0.553585,-0.732825,-0.00475,0.87733,-0.22797,-0.03488,0.1143955,0.18795,0.623455,1.052135,0.1837335,0.28867,-0.630385,-0.046394,-0.243825,0.504315,-0.98932,-0.92997,-0.82128,-0.120268,0.0126718,0.0143,-0.1636325,-0.340685,0.129455,0.089552,0.104082,0.0230961,1.050005,-0.805425,0.319655,-0.01163035,-0.335735,0.2756,0.216578,1.20705,0.504265,0.150685,0.131002,0.36905,1.2373,0.14849,-0.138185,-0.103675,0.00584,0.096355,0.33822,-0.49678,-0.783585,-0.340355,0.0676845,-0.46987,0.145228,-0.0166345,-0.105815,-0.25026,0.481835,-0.2025,-0.670425,0.49683,-0.07524,0.539605,-0.015381,1.1912,0.657375,-0.544895,-0.34189,-0.49734,0.510175,0.65121,0.034715,0.20853,-0.074981,0.0392095,-0.154045,-0.51425,-0.076793,0.13289,0.371,0.247855,0.279025,0.161215,-0.0133945,0.045937,1.03099,-1.302545,0.099511,1.4543,-0.132075,-0.662665,-0.360195,-0.52986,0.02195,-0.06383,-0.21888,-0.561655,-0.0826845,0.46299,0.17872,0.340675,0.025242,-0.0933785
"TCGA.04.1517.01A",0.27599,-0.027631,0.61343,-0.68211,-0.26783,0.10745,-0.38675,-0.41557,-0.53454,-0.92354,1.1022,0.22481,-0.15756,0.67345,-0.38975,-0.67392,-0.37383,0.013819,0.14249,0.067366,-0.050961,-0.14604,0.16415,0.53598,0.71719,-0.2817,-0.26669,0.27792,-0.12946,0.012458,-0.23084,-0.61371,0.12844,0.23599,0.054498,0.068197,-0.16933,1.9152,0.12956,0.085661,-0.49375,0.82111,-0.1505,-0.036968,-1.0683,-0.0010397,-1.04,-0.1774,0.22144,0.11857,-0.58706,-0.048762,0.13666,0.13099,0.090006,0.043303,0.56781,0.64324,0.062132,0.3953,-0.38921,1.0198,-0.039352,-0.039871,0.1831,0.16422,-0.0619,0.11134,-0.077978,-0.17229,-0.18277,2.3352,-0.30153,0.24685,-0.23855,0.26432,0.43276,-0.070852,-1.2549,0.69282,0.053455,0.41666,-0.098271,-0.44311,0.048941,0.39561,3.2069,2.1945,-0.3679,0.10744,0.32707,0.46299,-0.0058969,-1.1107,-1.213,0.27733,0.30874,-0.14575,0.04099,0.48322,0.1253,-0.26349,0.21681,-0.60725,-0.24809,-0.028298,-0.18948,-0.094773,0.12307,-0.25228,0.015627,0.099196,-0.34856,0.31031,1.1598,-0.48802,0.43892,-0.19664,0.41483,-0.74234,-0.25097,0.30596,0.13324,-0.026533,-0.012516,0.51245,-0.046864,-0.19316,-0.26453,0.13758,-0.33391,-0.24817,0.13631,0.42089,-1.9153,-0.34571,-0.12531,-0.13729,0.32724,0.22198,0.048056,-0.26173,0.12283,1.4209,-0.11861,0.75187,0.24187,-0.034399,-0.34858,-0.31444,-0.10718,0.16431,-0.0081607,-0.26505,-0.14737,-0.049609,-0.078018,-0.31235,-0.026933,0.41875,-0.035974,0.60762,0.13232,-0.12511,-0.32083,0.054785,0.4591,0.17847,0.11876,-0.62878,-0.8946,-0.55414,0.2549,-0.10925,-0.14764,0.15952,0.58419,-0.10461,0.93894,0.0096478,0.046115,-0.35564,-0.0442,-0.15399,-0.034467,0.38919,0.34182,0.38472,-0.59552,-1.3578,-1.0847,-0.49435,0.014375,0.020695,0.1771,0.15616,0.2579,0.9855,0.20194,-0.30411,-0.40244,-0.064856,0.054505,-0.41349,0.5347,0.2982,0.19906,-0.82342,0.14393,0.85817,0.24726,-2.0637,-0.31278,-0.66913,0.57444,-0.080353,0.099738,0.1362,-0.1705,0.4043,0.012569,0.19381,-0.13856,0.27216
